timestamp,campaign,product,source,referrer,user_agent,ip,affiliate_url
"2026-08-16T19:12:32.197Z","pilot1","B0B18GHM99","homepage_grid","direct","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","::1::","https://www.amazon.com/dp/B0B18GHM99?tag=subhasish-20"
"2026-08-16T19:12:41.153Z","pilot1","B099K1NBF5","homepage_grid","direct","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36","::1::","https://www.amazon.com/dp/B099K1NBF5?tag=subhasish-20"
